City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,San Fernando,PH,15.0286,120.6898,94.73,42,9,6.2,clear sky
697,Pervomayskiy,RU,53.2485,40.2871,61.12,76,86,6.06,overcast clouds
698,Shenkursk,RU,62.1091,42.896,44.08,87,96,3.65,overcast clouds
699,Forbes,AU,-33.3833,148.0167,61.92,37,6,7.47,clear sky
700,Ronne,DK,55.1009,14.7066,51.71,82,75,12.66,broken clouds
701,Muncar,ID,-8.4333,114.3333,85.12,71,100,5.17,overcast clouds
702,Shitanjing,CN,39.2342,106.3439,81.34,13,58,19.66,broken clouds
703,Svetlogorsk,BY,52.6333,29.7333,52.97,97,100,8.52,light rain
704,Pennadam,IN,11.4,79.2333,89.38,52,83,7.85,broken clouds
705,Bereda,ES,43.2686,-7.5406,55.15,100,52,1.39,broken clouds
706,Yagodnoye,RU,62.55,149.6667,45.61,57,100,10.8,overcast clouds
707,Bagotville,AU,-28.9833,153.4167,68.02,63,91,16.42,overcast clouds
708,La Rioja,ES,42.25,-2.5,57.04,82,100,4.47,overcast clouds
709,Dhola,IN,21.8833,71.7833,87.82,57,40,11.59,scattered clouds
710,Srednekolymsk,RU,67.45,153.6833,59.83,28,64,16.37,broken clouds
711,Bandar-E Lengeh,IR,26.5579,54.8807,84.31,79,0,0.0,clear sky
712,Lata,PT,40.1629,-8.3327,60.71,98,24,1.92,few clouds
713,Srebrenica,BA,44.1064,19.2969,54.37,92,14,2.93,few clouds
714,Lago Da Pedra,BR,-4.3333,-45.1667,72.91,71,50,3.29,scattered clouds
715,Nouadhibou,MR,20.931,-17.0347,67.98,77,100,16.11,overcast clouds
716,Port-Gentil,GA,-0.7193,8.7815,78.3,85,89,7.07,overcast clouds
717,Kota,IN,25.1833,75.8333,96.1,36,14,14.38,few clouds
718,Enshi,CN,30.3,109.4833,77.68,54,100,1.48,overcast clouds
719,Vestmannaeyjar,IS,63.4427,-20.2734,46.6,94,100,30.94,moderate rain
